,Person,1,2,3,4,5,6
2710,2711,frankfurter,soda,specialty-bar,waffles,beverages,chocolate
2711,2712,toilet-cleaner,frozen-chicken,make-up-remover,kitchen-towels,light-bulbs,popcorn
2712,2713,male-cosmetics,UHT-milk,sugar,white-wine,candles,soda
2713,2714,canned-beer,sausage,spread-cheese,chewing-gum,shopping-bags,specialty-bar
2714,2715,specialty-bar,chocolate,waffles,shopping-bags,brown-bread,semi-finished-bread
2715,2716,cat-food,pickled-vegetables,berries,herbs,other-vegetables,pip-fruit
2716,2717,margarine,misc.-beverages,onions,citrus-fruit,white-wine,butter
2717,2718,specialty-bar,meat-spreads,waffles,chocolate-marshmallow,candy,canned-beer
2718,2719,cake-bar,popcorn,liqueur,canned-beer,chewing-gum,specialty-bar
2719,2720,white-wine,red/blush-wine,soda,liquor,spread-cheese,canned-beer
2720,2721,popcorn,white-wine,soda,condensed-milk,liqueur,male-cosmetics
2721,2722,chocolate-marshmallow,white-wine,liquor-(appetizer),canned-fruit,red/blush-wine,liqueur
2722,2723,detergent,photo/film,chicken,liver-loaf,frozen-meals,semi-finished-bread
2723,2724,flour,cooking-chocolate,candles,cereals,yogurt,flower-(seeds)
2724,2725,sliced-cheese,spread-cheese,rolls/buns,soft-cheese,brown-bread,male-cosmetics
2725,2726,dog-food,sweet-spreads,salty-snack,popcorn,herbs,rice
2726,2727,ready-soups,frankfurter,sausage,spread-cheese,newspapers,soda
2727,2728,seasonal-products,condensed-milk,semi-finished-bread,root-vegetables,frozen-fish,ice-cream
2728,2729,spread-cheese,specialty-chocolate,canned-beer,white-wine,sausage,misc.-beverages
2729,2730,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2730,2731,beef,yogurt,domestic-eggs,butter,tropical-fruit,instant-coffee
2731,2732,instant-coffee,Instant-food-products,bottled-water,sweet-spreads,frozen-dessert,pork
2732,2733,onions,whipped/sour-cream,yogurt,pickled-vegetables,domestic-eggs,butter
2733,2734,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
2734,2735,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2735,2736,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
2736,2737,onions,processed-cheese,root-vegetables,chicken,nut-snack,white-bread
2737,2738,chocolate-marshmallow,specialty-bar,snack-products,chocolate,tidbits,salty-snack
2738,2739,frankfurter,semi-finished-bread,waffles,candles,meat,chocolate
2739,2740,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2740,2741,rolls/buns,meat,cocoa-drinks,soups,mayonnaise,candles
2741,2742,candles,flower-(seeds),sugar,frozen-fish,oil,baking-powder
2742,2743,canned-fruit,tropical-fruit,pip-fruit,rubbing-alcohol,oil,female-sanitary-products
2743,2744,meat,rum,whole-milk,turkey,beef,soft-cheese
2744,2745,meat,specialty-bar,rolls/buns,sliced-cheese,whipped/sour-cream,soft-cheese
2745,2746,liquor,liquor-(appetizer),bottled-water,zwieback,brandy,red/blush-wine
2746,2747,pudding-powder,baking-powder,roll-products-,salt,ketchup,butter
2747,2748,chocolate-marshmallow,sound-storage-medium,chocolate,specialty-chocolate,brown-bread,pork
2748,2749,mustard,meat,sausage,spread-cheese,potato-products,newspapers
2749,2750,root-vegetables,pork,cereals,citrus-fruit,packaged-fruit/vegetables,butter
2750,2751,spread-cheese,frankfurter,soda,sliced-cheese,shopping-bags,meat
2751,2752,sauces,meat,spread-cheese,UHT-milk,meat-spreads,frankfurter
2752,2753,curd,tropical-fruit,cream-cheese-,citrus-fruit,root-vegetables,pork
2753,2754,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
2754,2755,liquor-(appetizer),liquor,white-wine,specialty-vegetables,red/blush-wine,prosecco
2755,2756,soft-cheese,meat,frankfurter,hygiene-articles,whole-milk,pastry
2756,2757,organic-sausage,flower-(seeds),specialty-fat,spices,frozen-vegetables,hamburger-meat
2757,2758,frozen-fish,instant-coffee,frozen-dessert,liver-loaf,bottled-water,other-vegetables
2758,2759,spread-cheese,canned-beer,chewing-gum,sausage,white-wine,specialty-chocolate
2759,2760,oil,candles,beef,onions,butter,chicken
2760,2761,beverages,specialty-bar,shopping-bags,bottled-water,candy,waffles
2761,2762,ice-cream,berries,curd,yogurt,other-vegetables,butter
2762,2763,coffee,sausage,domestic-eggs,yogurt,butter,cream-cheese-
2763,2764,processed-cheese,ham,sparkling-wine,nuts/prunes,long-life-bakery-product,dessert
2764,2765,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
2765,2766,herbs,other-vegetables,chicken,onions,citrus-fruit,frozen-fish
2766,2767,coffee,potato-products,soda,semi-finished-bread,canned-fish,condensed-milk
2767,2768,potato-products,mustard,pickled-vegetables,frozen-potato-products,artif.-sweetener,nut-snack
2768,2769,canned-beer,sausage,spread-cheese,chewing-gum,shopping-bags,specialty-bar
2769,2770,flower-soil/fertilizer,baby-cosmetics,kitchen-utensil,packaged-fruit/vegetables,whipped/sour-cream,grapes
2770,2771,canned-beer,white-wine,brandy,specialty-chocolate,liquor,coffee
2771,2772,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
2772,2773,flower-(seeds),white-wine,herbs,liquor,soda,dog-food
2773,2774,chocolate-marshmallow,specialty-bar,snack-products,chocolate,tidbits,salty-snack
2774,2775,canned-beer,white-wine,specialty-chocolate,soda,canned-fish,spread-cheese
2775,2776,flour,Instant-food-products,roll-products-,rice,soups,condensed-milk
2776,2777,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2777,2778,canned-vegetables,root-vegetables,onions,dishes,pork,chicken
2778,2779,packaged-fruit/vegetables,pork,skin-care,flower-(seeds),rice,flour
2779,2780,photo/film,liqueur,whisky,prosecco,shopping-bags,pork
2780,2781,other-vegetables,newspapers,napkins,turkey,margarine,oil
2781,2782,hygiene-articles,tropical-fruit,curd,domestic-eggs,root-vegetables,butter-milk
2782,2783,frozen-dessert,candles,potato-products,ready-soups,specialty-bar,waffles
2783,2784,honey,processed-cheese,grapes,white-bread,canned-vegetables,packaged-fruit/vegetables
2784,2785,Instant-food-products,sauces,specialty-fat,specialty-cheese,baby-food,sweet-spreads
2785,2786,canned-beer,white-wine,cake-bar,ice-cream,sausage,liquor-(appetizer)
2786,2787,mustard,pickled-vegetables,meat,rolls/buns,herbs,beef
2787,2788,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2788,2789,canned-beer,white-wine,chewing-gum,misc.-beverages,specialty-chocolate,cake-bar
2789,2790,cereals,curd,domestic-eggs,pot-plants,butter,pastry
2790,2791,liqueur,canned-fruit,sparkling-wine,sweet-spreads,frozen-dessert,whipped/sour-cream
2791,2792,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2792,2793,herbs,beef,packaged-fruit/vegetables,onions,other-vegetables,rice
2793,2794,spices,sliced-cheese,rolls/buns,cream,shopping-bags,salad-dressing
2794,2795,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine,ice-cream
2795,2796,male-cosmetics,liquor,toilet-cleaner,nuts/prunes,kitchen-towels,ice-cream
2796,2797,specialty-bar,shopping-bags,waffles,chocolate,semi-finished-bread,beverages
2797,2798,processed-cheese,sliced-cheese,hard-cheese,spread-cheese,sound-storage-medium,rolls/buns
2798,2799,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2799,2800,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
2800,2801,liquor-(appetizer),male-cosmetics,nuts/prunes,dental-care,liqueur,ice-cream
2801,2802,pet-care,sound-storage-medium,female-sanitary-products,curd-cheese,chocolate-marshmallow,specialty-bar
2802,2803,beef,sugar,roll-products-,frozen-fish,kitchen-towels,mayonnaise
2803,2804,white-wine,bottled-beer,misc.-beverages,canned-beer,UHT-milk,chewing-gum
2804,2805,candy,specialty-bar,waffles,specialty-chocolate,chocolate-marshmallow,make-up-remover
2805,2806,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
2806,2807,frozen-fish,beef,chocolate-marshmallow,roll-products-,chicken,ketchup
2807,2808,frozen-dessert,ready-soups,frozen-fish,pasta,kitchen-towels,cereals
2808,2809,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
2809,2810,specialty-bar,shopping-bags,waffles,chocolate,semi-finished-bread,beverages
2810,2811,canned-beer,white-wine,brandy,specialty-chocolate,liquor,coffee
2811,2812,UHT-milk,spread-cheese,canned-beer,white-wine,male-cosmetics,bottled-beer
2812,2813,curd,cream-cheese-,spread-cheese,berries,soft-cheese,beverages
2813,2814,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
2814,2815,pastry,coffee,margarine,tropical-fruit,chocolate,butter-milk
2815,2816,kitchen-towels,frozen-dessert,pet-care,pasta,Instant-food-products,frozen-fish
2816,2817,prosecco,dog-food,chocolate,waffles,specialty-chocolate,rubbing-alcohol
2817,2818,hard-cheese,processed-cheese,white-bread,baking-powder,butter,long-life-bakery-product
2818,2819,rubbing-alcohol,hygiene-articles,specialty-fat,dishes,light-bulbs,photo/film
2819,2820,coffee,specialty-chocolate,cake-bar,semi-finished-bread,chewing-gum,sweet-spreads
2820,2821,cake-bar,flower-soil/fertilizer,seasonal-products,canned-fruit,popcorn,curd
2821,2822,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
2822,2823,tidbits,brown-bread,berries,pork,napkins,hygiene-articles
2823,2824,spread-cheese,frankfurter,meat,canned-beer,pastry,meat-spreads
2824,2825,white-wine,misc.-beverages,liquor-(appetizer),red/blush-wine,UHT-milk,canned-beer
2825,2826,pork,herbs,roll-products-,candles,oil,flower-(seeds)
2826,2827,cake-bar,curd-cheese,baby-food,frankfurter,sausage,spread-cheese
2827,2828,liqueur,canned-fruit,sparkling-wine,sweet-spreads,frozen-dessert,whipped/sour-cream
2828,2829,flour,salt,baking-powder,coffee,condensed-milk,soups
2829,2830,candy,shopping-bags,spread-cheese,canned-beer,specialty-bar,waffles
2830,2831,nuts/prunes,ice-cream,Instant-food-products,candles,salt,mustard
2831,2832,organic-sausage,potato-products,baby-food,popcorn,shopping-bags,specialty-bar
2832,2833,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2833,2834,canned-fruit,yogurt,other-vegetables,domestic-eggs,butter,liqueur
2834,2835,prosecco,white-wine,canned-beer,sliced-cheese,liquor-(appetizer),rolls/buns
2835,2836,nuts/prunes,ice-cream,instant-coffee,cereals,curd,domestic-eggs
2836,2837,semi-finished-bread,coffee,frozen-meals,chocolate,chewing-gum,soda
2837,2838,liquor,red/blush-wine,prosecco,potato-products,liquor-(appetizer),tea
2838,2839,domestic-eggs,pip-fruit,tropical-fruit,oil,butter,yogurt
2839,2840,liqueur,canned-fruit,sparkling-wine,sweet-spreads,frozen-dessert,whipped/sour-cream
2840,2841,UHT-milk,pork,canned-beer,chocolate,chocolate-marshmallow,specialty-chocolate
2841,2842,long-life-bakery-product,cat-food,house-keeping-products,candy,hygiene-articles,dishes
2842,2843,cream-cheese-,butter-milk,whole-milk,beverages,whipped/sour-cream,hygiene-articles
2843,2844,liquor,meat,red/blush-wine,prosecco,potato-products,liquor-(appetizer)
2844,2845,sauces,meat,spread-cheese,UHT-milk,meat-spreads,frankfurter
2845,2846,processed-cheese,tidbits,snack-products,specialty-bar,chocolate,candy
2846,2847,popcorn,snack-products,baby-food,chewing-gum,organic-products,nut-snack
2847,2848,frankfurter,pastry,meat,waffles,shopping-bags,beef
2848,2849,beef,other-vegetables,frankfurter,newspapers,domestic-eggs,sausage
2849,2850,red/blush-wine,canned-beer,spread-cheese,white-wine,bottled-beer,brandy
2850,2851,newspapers,pastry,frankfurter,cream-cheese-,sausage,beverages
2851,2852,cookware,liqueur,shopping-bags,berries,pork,napkins
2852,2853,nuts/prunes,tea,ice-cream,citrus-fruit,hygiene-articles,whole-milk
2853,2854,sparkling-wine,brown-bread,berries,pork,napkins,hygiene-articles
2854,2855,candles,potato-products,specialty-bar,waffles,semi-finished-bread,chocolate
2855,2856,pet-care,sound-storage-medium,female-sanitary-products,curd-cheese,dish-cleaner,nut-snack
2856,2857,bottled-beer,canned-beer,hamburger-meat,pork,frozen-vegetables,misc.-beverages
2857,2858,prosecco,liquor-(appetizer),tea,white-wine,sparkling-wine,bottled-water
2858,2859,berries,chocolate-marshmallow,pudding-powder,baking-powder,sound-storage-medium,frozen-fruits
2859,2860,chocolate,waffles,specialty-chocolate,rubbing-alcohol,house-keeping-products,cereals
2860,2861,cat-food,herbs,jam,packaged-fruit/vegetables,pork,sweet-spreads
2861,2862,popcorn,nut-snack,ice-cream,kitchen-towels,make-up-remover,chewing-gum
2862,2863,chewing-gum,shopping-bags,ice-cream,pork,canned-beer,sausage
2863,2864,other-vegetables,beef,curd,tropical-fruit,butter,pip-fruit
2864,2865,kitchen-utensil,frankfurter,sausage,spread-cheese,newspapers,prosecco
2865,2866,chocolate,specialty-chocolate,soap,cereals,chocolate-marshmallow,waffles
2866,2867,softener,honey,decalcifier,house-keeping-products,flower-soil/fertilizer,soap
2867,2868,Instant-food-products,sauces,pasta,canned-vegetables,sweet-spreads,meat-spreads
2868,2869,sausage,pastry,newspapers,bottled-water,beverages,instant-coffee
2869,2870,cookware,jam,root-vegetables,cat-food,soap,pork
2870,2871,liquor,red/blush-wine,prosecco,liquor-(appetizer),frozen-dessert,tea
2871,2872,tropical-fruit,butter-milk,cream-cheese-,curd,beverages,citrus-fruit
2872,2873,instant-coffee,liver-loaf,seasonal-products,frozen-meals,light-bulbs,frozen-fish
2873,2874,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
2874,2875,cereals,hamburger-meat,frozen-dessert,chocolate-marshmallow,frozen-fish,chocolate
2875,2876,condensed-milk,meat-spreads,processed-cheese,spread-cheese,frozen-dessert,ready-soups
2876,2877,frozen-dessert,ready-soups,frozen-fish,pasta,kitchen-towels,cereals
2877,2878,white-wine,liquor-(appetizer),liqueur,red/blush-wine,male-cosmetics,brandy
2878,2879,condensed-milk,beef,sugar,specialty-fat,salad-dressing,bags
2879,2880,photo/film,whisky,shopping-bags,berries,pork,napkins
2880,2881,sausage,hamburger-meat,whole-milk,rice,seasonal-products,yogurt
2881,2882,specialty-bar,napkins,chocolate,waffles,shopping-bags,coffee
2882,2883,soap,curd,domestic-eggs,pot-plants,butter,pastry
2883,2884,white-wine,bottled-beer,misc.-beverages,canned-beer,UHT-milk,chewing-gum
2884,2885,frankfurter,pastry,sliced-cheese,meat,soda,shopping-bags
2885,2886,photo/film,hygiene-articles,dishes,house-keeping-products,cat-food,long-life-bakery-product
2886,2887,cereals,curd,domestic-eggs,pot-plants,butter,pastry
2887,2888,cereals,curd,domestic-eggs,pot-plants,butter,pastry
2888,2889,processed-cheese,bottled-water,liquor,fruit/vegetable-juice,dessert,red/blush-wine
2889,2890,tea,pudding-powder,dessert,cooking-chocolate,cereals,turkey
2890,2891,sound-storage-medium,bags,salad-dressing,cake-bar,flower-soil/fertilizer,cream
2891,2892,chocolate-marshmallow,specialty-bar,snack-products,chocolate,tidbits,salty-snack
2892,2893,specialty-cheese,sparkling-wine,salt,vinegar,curd-cheese,spices
2893,2894,liqueur,male-cosmetics,liquor-(appetizer),canned-fruit,sparkling-wine,shopping-bags
2894,2895,canned-beer,white-wine,brandy,specialty-chocolate,liquor,coffee
2895,2896,prosecco,whisky,brown-bread,berries,pork,napkins
2896,2897,turkey,ready-soups,potato-products,tea,mustard,pudding-powder
2897,2898,processed-cheese,ham,sweet-spreads,male-cosmetics,liquor-(appetizer),specialty-vegetables
2898,2899,root-vegetables,herbs,berries,chicken,whole-milk,roll-products-
2899,2900,root-vegetables,pork,domestic-eggs,flower-(seeds),hamburger-meat,meat
2900,2901,frozen-fish,beef,chocolate-marshmallow,roll-products-,chicken,ketchup
2901,2902,pet-care,liquor,nut-snack,red/blush-wine,liquor-(appetizer),bottled-water
2902,2903,liquor,white-wine,red/blush-wine,liquor-(appetizer),potato-products,brandy
2903,2904,rice,canned-vegetables,beef,herbs,other-vegetables,pork
2904,2905,sound-storage-medium,chewing-gum,bags,frozen-meals,pastry,beverages
2905,2906,white-wine,red/blush-wine,liquor,liqueur,prosecco,male-cosmetics
2906,2907,UHT-milk,red/blush-wine,liquor-(appetizer),shopping-bags,white-wine,sugar
2907,2908,canned-beer,white-wine,chewing-gum,misc.-beverages,specialty-chocolate,cake-bar
2908,2909,pasta,Instant-food-products,sweet-spreads,pastry,chewing-gum,bottled-water
2909,2910,whipped/sour-cream,specialty-cheese,cream-cheese-,vinegar,beef,herbs
2910,2911,herbs,whole-milk,specialty-cheese,salt,yogurt,cream-cheese-
2911,2912,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
2912,2913,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2913,2914,kitchen-towels,dental-care,tidbits,brown-bread,pork,napkins
2914,2915,cookware,liqueur,shopping-bags,berries,pork,napkins
2915,2916,cookware,tropical-fruit,frozen-meals,butter-milk,citrus-fruit,spices
2916,2917,prosecco,dog-food,finished-products,jam,kitchen-utensil,brown-bread
2917,2918,other-vegetables,root-vegetables,beef,frozen-fish,frozen-vegetables,chicken
2918,2919,make-up-remover,misc.-beverages,salty-snack,long-life-bakery-product,soap,dog-food
2919,2920,make-up-remover,misc.-beverages,salty-snack,long-life-bakery-product,soap,dog-food
2920,2921,popcorn,make-up-remover,condensed-milk,nut-snack,misc.-beverages,ice-cream
2921,2922,pip-fruit,grapes,semi-finished-bread,citrus-fruit,tea,turkey
2922,2923,liqueur,curd,cream-cheese-,spread-cheese,berries,soft-cheese
2923,2924,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2924,2925,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
2925,2926,specialty-chocolate,canned-fish,canned-beer,sausage,spread-cheese,soda
2926,2927,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
2927,2928,specialty-chocolate,sound-storage-medium,seasonal-products,brown-bread,hard-cheese,sweet-spreads
2928,2929,liquor-(appetizer),prosecco,bottled-water,canned-beer,white-wine,pet-care
2929,2930,nuts/prunes,liquor-(appetizer),dental-care,ice-cream,male-cosmetics,instant-coffee
2930,2931,cereals,curd,domestic-eggs,pot-plants,butter,pastry
2931,2932,prosecco,dog-food,finished-products,jam,kitchen-utensil,brown-bread
2932,2933,flour,liquor,bottled-water,baking-powder,margarine,canned-vegetables
2933,2934,liqueur,canned-fruit,sparkling-wine,vinegar,cream,fish
2934,2935,baby-food,rum,specialty-vegetables,frozen-chicken,curd-cheese,sausage
2935,2936,frozen-dessert,ready-soups,frozen-fish,pasta,kitchen-towels,cereals
